"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"ENSG00000160072",49.4371288760663,0.933193681199123,0.346097440307856,2.6963322247314,0.00701077048865359,0.156993550746843,0.302643035016416
"ENSG00000131584",16.8631909082963,0.191205173793711,0.442011010178579,0.43258011540586,0.665319837892445,1,0.165989807051856
"ENSG00000169972",22.1443270878326,1.13846109172462,0.436599246143865,2.60756540873522,0.00911886467257135,0.373634100579979,0.0888734595327891
"ENSG00000157911",20.2018097791972,0.503086163217395,0.400158404268347,1.25721753648344,0.208674874894016,1,0.168996620938301
"ENSG00000224051",21.0463307235646,1.57368759726357,0.699763356183024,2.24888540298467,0.0245197879318051,0.618716155559549,0.0888734595327891
"ENSG00000157933",354.701802644855,0.293134206397923,0.113589826482228,2.58063785706889,0.00986179729487336,0.0667496274014725,1.75203212413003
"ENSG00000162591",7.22310159827386,1.1301499713403,1.10600536222496,1.02183046297965,0.306861148630242,1,0.165989807051856
"ENSG00000116285",32.6150448233617,0.157395908201864,0.411940045590587,0.382084504496788,0.70239868508335,1,0.308385554931813
"ENSG00000142655",49.5619746350306,0.542707082134932,0.402046303639975,1.34986213583228,0.177060209218044,0.894151864391253,0.308385554931813
"ENSG00000162441",429.430584705768,-0.161746635884568,0.169670561854845,-0.953298168617746,0.340439019145485,0.533277119665226,1.6585849551859
"ENSG00000074800",3603.32434450324,-0.0728757070087726,0.102623310424652,-0.71012820291233,0.477624638535318,0.505827305169616,2.59560254108292
"ENSG00000116786",136.156507237778,0.99105392990568,0.201862511649557,4.90954918675636,9.12860020307037e-07,0.000196261652388633,1.11591759183708
"ENSG00000176022",41.7367094236252,-0.228336216430994,0.355348906235666,-0.642569070634939,0.520503757722907,1,0.153707317203736
"ENSG00000162496",17.4310974656477,0.242168956866034,0.634628609677407,0.381591616219654,0.702764303794114,1,0.165989807051856
"ENSG00000173614",50.7191328445117,0.567147692131497,0.353003701824615,1.60663383754904,0.108134715162888,0.703702404904221,0.302643035016416
"ENSG00000162592",7.82209529472362,0.28652454314994,0.894227606832862,0.320415676009759,0.748653243725368,1,0.0134908503867334
"ENSG00000049245",675.833265355848,0.034165855182352,0.119118195325401,0.28682314308926,0.774247741514084,0.916954369278594,1.29065699302038
"ENSG00000171603",123.072872463615,0.158901689172838,0.193437934882763,0.821460843598972,0.411383818983297,0.841368562675937,0.812876364713372
"ENSG00000158109",326.722310265117,0.250691701112646,0.173690354195386,1.44332540672144,0.148928825974557,0.337421801733474,1.75203212413003
"ENSG00000037637",432.633813998354,0.122137159188669,0.158890624988172,0.76868700842332,0.442079139135523,0.670785331369065,1.36423114719177
"ENSG00000159423",60.6070666492726,-0.0696235007343605,0.366965320911722,-0.189727739289864,0.849522482789931,1,1.08664515906731
"ENSG00000142599",290.267050014906,0.0847892513759516,0.131695710041916,0.643826980764711,0.519687635803938,0.659814834602499,1.6585849551859
"ENSG00000011021",217.81643992279,0.30312023560374,0.203488650594358,1.48961740479567,0.136324862991927,0.37722997924187,1.29065699302038
"ENSG00000065526",3169.62188772031,0.0976318525217485,0.0771415084662498,1.26562021488682,0.205649085212616,0.38033389205871,1.91598980705186
"ENSG00000157916",673.308918107649,0.190443497582749,0.094133794399542,2.02311506507885,0.0430612856885505,0.193469327055435,1.29065699302038
"ENSG00000157881",86.5018721563009,0.563237033885145,0.223399411658068,2.52121090966537,0.0116951730028313,0.104382631085691,0.978135723092826
"ENSG00000116213",56.3527257057109,0.32145884948084,0.311105650917167,1.0332787223027,0.30147348177233,1,0.308385554931813
"ENSG00000048707",2048.44284950523,-0.232006108315863,0.116708540103298,-1.98791029440104,0.0468216120174029,0.161560063538383,1.91598980705186
"ENSG00000184677",441.921319716369,0.387448001597127,0.123210216125846,3.14460938207747,0.00166308726346687,0.0227418104197111,1.6585849551859
"ENSG00000131697",70.0010679286774,0.231922255119811,0.219363826132367,1.0572493159372,0.290397818066976,0.703702404904221,0.812876364713372
"ENSG00000188807",44.2251317671948,0.627929474847625,0.371736396683666,1.68917943050374,0.0911850496250956,0.640833161246038,0.308385554931813
"ENSG00000198793",1589.8207911713,0.059903753795767,0.0942701942835156,0.635447441803374,0.525136634869273,0.530381772112222,2.59560254108292
"ENSG00000171819",22.1598119183874,-0.676873618070313,0.404151248564959,-1.67480273900854,0.0939729413157585,1,0.0493334294293726
"ENSG00000116288",1337.57577861054,0.014441192897031,0.112417674970628,0.128460163411172,0.897784821963795,0.802019465956964,1.94645551284728
"ENSG00000169504",1678.45677343181,-0.229533307579201,0.118500569904063,-1.93698062182341,0.0527477121828858,0.18997107254715,1.63097511308621
"ENSG00000181773",7.72920995565242,0.601693445371674,0.860218135965665,0.699466124015421,0.484260776490105,1,0.168996620938301
"ENSG00000233954",38.1501775436589,-0.0804246423363193,0.311359301343095,-0.25830171762782,0.796174060760583,1,0.308385554931813
"ENSG00000055070",300.493428882378,0.243733877543308,0.128971272696849,1.88983075414175,0.0587805990115822,0.193952649794198,1.75203212413003
"ENSG00000175087",686.943144238202,-0.112837306642114,0.130986152615148,-0.861444545009596,0.388993251265049,0.588488904943638,1.55420289584852
"ENSG00000171735",152.97174995559,-0.0278688639563724,0.178346097956726,-0.156262818618743,0.875825862707411,1,0.978135723092826
"ENSG00000157191",303.516281541634,0.243144621696289,0.139838940933611,1.73874759114289,0.0820791708435141,0.27619388626865,1.36423114719177
"ENSG00000116663",8.86307199674591,1.07477571871338,0.70408256914342,1.52649101939981,0.126887625314478,1,0.0493334294293726
"ENSG00000162511",3254.95368615119,0.190616444296371,0.112047402119808,1.70121252871665,0.0889030860620287,0.243019996925605,1.83887345953279
"ENSG00000204138",458.573792689465,-0.052575766486762,0.173525467309957,-0.302985880411717,0.761900621961495,0.800291269142358,1.6585849551859
"ENSG00000116237",750.127182560941,0.08218706717316,0.126923552030151,0.64753204475113,0.517287661990744,0.678748208631241,1.55420289584852
"ENSG00000158195",1665.46340708345,0.17708289432996,0.100580827114112,1.76060288437532,0.0783056401067029,0.217264285712887,1.94645551284728
"ENSG00000130772",38.0246939179448,0.623469981585172,0.345111858378202,1.80657362663534,0.0708287847091667,0.565663633475723,0.308385554931813
"ENSG00000090020",40.768685440636,0.172488837457707,0.349326480041579,0.493775443067403,0.621464777910109,1,0.287779435293742
"ENSG00000157978",100.95984228831,0.170068381474001,0.277561183188621,0.612723938989797,0.540058890914239,0.971729920951431,0.812876364713372
"ENSG00000130770",1056.31224423628,0.253220606855613,0.0982019775341277,2.57856932430523,0.0099210390809038,0.104018307607931,0.835076029842573
"ENSG00000162512",67.1789872253884,0.738856802330921,0.291257672020008,2.53678056686577,0.0111877055011123,0.095572216040476,1.08664515906731
"ENSG00000158006",42.0875653434313,0.129063542576377,0.410662683951902,0.314281154874772,0.753307509869613,1,0.287779435293742
"ENSG00000142784",263.387836966788,0.374206593473423,0.196425384344908,1.90508265884996,0.0567693271912654,0.232657416767832,1.25478628935771
"ENSG00000126698",1412.75931378123,0.0837441207477238,0.108314955623257,0.773153811178245,0.439431357802996,0.561619252127976,1.94645551284728
"ENSG00000130766",87.8536944516951,0.343185766523362,0.280296661678614,1.22436622850991,0.220814103233848,0.523348780051403,1.11591759183708
"ENSG00000168528",41.9971533440071,0.322484412774742,0.390313639189369,0.826218662111066,0.408680063726516,1,0.308385554931813
"ENSG00000117676",374.559051622518,0.223360966030472,0.156591004922321,1.42639716847895,0.153753730570832,0.390685036141381,1.36423114719177
"ENSG00000060688",448.636697947307,-0.283913632620777,0.138613389800636,-2.04824103233549,0.040536387730758,0.181797905938622,1.36423114719177
"ENSG00000171612",79.0514201905621,0.0292388450263635,0.263517584391737,0.110955954206449,0.911651274441047,1,1.08664515906731
"ENSG00000116138",573.510894224692,-0.153181208768538,0.129107724439742,-1.18646044946778,0.235440511611004,0.503836675247835,1.29065699302038
"ENSG00000142765",5.68867885632132,1.2642207602386,0.824019091510038,1.53421294878239,0.124977273088197,1,0.0493334294293726
"ENSG00000158161",1262.89736415165,-0.162182130974223,0.105493173556873,-1.53737086017976,0.124202518001052,0.294767368514825,1.83887345953279
"ENSG00000121769",15.8873226437323,0.665522528184608,0.59169629537498,1.1247704834164,0.260686305237971,1,0.165989807051856
"ENSG00000142632",4.99822293825078,1.21803297332273,0.887854012566423,1.37188429188026,0.170099461144887,1,0.0493334294293726
"ENSG00000142733",6.85629481968223,0.85422401509824,0.865789371149852,0.986641836413108,0.323818253003534,1,0.0888734595327891
"ENSG00000189337",9.40058912683092,0.171008477987731,0.617072533548204,0.277128649697665,0.781681323738953,1,0.0134908503867334
"ENSG00000028137",54.1122228310217,-0.303063600789503,0.381188613331119,-0.795048934282427,0.426585037730678,1,0.308385554931813
"ENSG00000142687",365.012428689871,0.209050947415494,0.1382300166074,1.51234118714779,0.130447088296927,0.365871894903562,1.32429922937084
"ENSG00000130939",1714.01244309851,-0.0261859191592089,0.085578950268657,-0.305985514860883,0.759615674644323,0.73440689644039,1.94645551284728
"ENSG00000163867",310.963658691575,-0.223919004348298,0.142570195556167,-1.5705877618726,0.116278434462772,0.291775930728547,1.75203212413003
"ENSG00000134698",147.079656420425,-0.106306964194536,0.22219033201633,-0.478449999285851,0.632329954039242,0.956457392872288,0.978135723092826
"ENSG00000134690",547.937771033306,0.0908735058590377,0.142159505064446,0.63923622847337,0.522669267319994,0.938344206536078,0.835076029842573
