"","PolyE.Infected.11","PolyE.Infected.12","PolyE.Infected.21","PolyE.Infected.22","PolyE.Infected.31"
"PF3D7_1426000",1719.41395157874,2045.26190107276,2069.6067747128,2293.48615615152,1541.24076545282
"PF3D7_1458100",16.6126951843356,52.8632755179234,7.99848028874514,26.9629651417884,20.2059458790188
"PF3D7_1429000",30.8521481994805,20.0515872654192,15.9969605774903,22.8776673930326,10.7478435526696
"PF3D7_1445100",557.71190975984,800.240619047185,863.835871184475,684.695902691476,682.273108723466
"PF3D7_1434300",524.486519391168,563.267315001322,483.908057469081,527.003409589501,593.280964107361
"PF3D7_1447100",40.3451168762437,9.11435784791782,31.9939211549806,34.3165010895489,88.1323171318907
"PF3D7_1454600",51.0247066376024,16.4058441262521,91.9825233205691,80.8888954253653,75.2349048686872
"PF3D7_1437200",55.771190975984,134.892496149184,227.956688229236,38.4017988383047,28.8042207211545
"PF3D7_1420700",2763.6405060227,3441.58152337377,2611.50381427529,2868.69607917634,3021.86369326858
"PF3D7_1454000",115.102245205754,83.852092200844,431.917935592237,70.2671212786001,131.983518826783
"PF3D7_1421400",64.0775385681518,41.926046100422,99.9810036093142,103.766562818398,71.7955949318329
"PF3D7_1466300",806.902337524874,470.30086495256,603.885261800258,888.960790129267,682.273108723466
"PF3D7_1457600",48.6514644684116,20.0515872654192,33.9935412271668,73.5353594776048,78.2443010634346
"PF3D7_1463000",54.5845698913886,56.5090186570905,23.9954408662354,77.6206572263606,63.1973200896972
"PF3D7_1457200",262.243259695584,147.652597136269,189.963906857697,230.410793029828,233.013248221877
"PF3D7_1436800",21.3591795227173,18.2287156958356,21.9958207940491,24.5117864925349,39.9819780159309
