"","ProE.Infected.21","ProE.Infected.22","ProE.Infected.31","ProE.Infected.32"
"PF3D7_1418900",111.731843575419,112.334792245443,164.728012795647,75.2739973503553
"PF3D7_1412500",120.008276432857,159.86105050313,276.317956947537,150.547994700711
"PF3D7_1425900",285.536933581626,414.774617521635,427.761452582244,417.770685294472
"PF3D7_1428200",198.634388578523,129.617067975511,268.347246650973,406.479585691919
"PF3D7_1423200",124.146492861577,177.143326233198,284.2886672441,71.5102974828375
"PF3D7_1466400",943.513345747983,1663.41903901906,767.84509190229,764.031073106106
"PF3D7_1457400",124.146492861577,99.3730854478918,185.98324025315,165.602794170782
"PF3D7_1476000",45.5203807159114,43.2056893251703,26.5690343218785,37.6369986751776
"PF3D7_1442400",74.487895716946,151.219912638096,146.129688770332,308.623389136457
"PF3D7_1426000",2168.42540864887,3128.09190714233,1899.68595401432,2412.53161507889
"PF3D7_1445100",430.374508586799,509.82713403701,765.188188470102,410.243285559436
"PF3D7_1434300",691.08214359611,643.764770945038,956.485235587627,286.04118993135
"PF3D7_1420700",2309.12476722533,3037.35995955947,2502.80303312096,2807.72010116825
"PF3D7_1421400",74.487895716946,112.334792245443,106.276137287514,124.202095628086
"PF3D7_1466300",1034.55410717981,470.942013644357,1867.80311282806,741.448873901
"PF3D7_1457200",326.919097868819,591.917943754834,310.857701565979,715.102974828375
"PF3D7_1412300",297.951582867784,203.066739828301,286.945570676288,575.846079730218
"PF3D7_1450000",99.3171942892613,276.51641168109,159.414205931271,139.256895098157
"PF3D7_1438100",260.707635009311,82.0908097178236,124.874461312829,150.547994700711
"PF3D7_1442300",504.862404303745,751.778994257964,722.677733555096,225.821992051066
"PF3D7_1441100",1208.35919718601,1438.74945452817,1086.67350376483,1257.07575575093
"PF3D7_1438500",74.487895716946,64.8085339877555,127.531364745017,139.256895098157
"PF3D7_1474600",45.5203807159114,99.3730854478918,135.502075041581,109.147296158015
"PF3D7_1410600",1651.14835505897,1939.93545070015,1349.70694355143,2393.7131157413
"PF3D7_1422700",417.959859300641,531.429978699595,318.828411862542,1076.41816211008
"PF3D7_1455500",74.487895716946,259.234135951022,69.0794892368842,312.387089003974
"PF3D7_1402300",99.3171942892613,220.349015558369,209.89537114284,184.42129350837
"PF3D7_1409900",364.163045727292,276.51641168109,284.2886672441,150.547994700711
"PF3D7_1430300",173.805090006207,272.195842748573,143.472785338144,48.9280982777309
"PF3D7_1437900",1100.76557003931,1067.18052633171,935.230008130124,647.356377213055
"PF3D7_1426100",612.456031450445,457.980306846806,475.585714361626,429.061784897025
"PF3D7_1420000",235.878336436996,475.262582576874,520.753072708819,259.695290858726
"PF3D7_1431800",99.3171942892613,177.143326233198,29.2259377540664,56.4554980127665
"PF3D7_1453400",148.975791433892,285.157549546124,313.514604998167,323.678188606528
"PF3D7_1446300",384.854127870888,285.157549546124,252.405826057846,387.66108635433
"PF3D7_1407100",1837.36809435133,803.625821448168,730.64844385166,891.99686860171
"PF3D7_1457900",252.431202151873,224.669584490886,363.995770209736,323.678188606528
"PF3D7_1436300",4576.86737016346,3499.6608353388,3042.15442985509,3353.45658195833
"PF3D7_1456300",70.3496792882268,43.2056893251703,47.8242617793814,56.4554980127665
"PF3D7_1407900",471.756672873991,553.03282336218,1004.30949736701,466.698783572203
"PF3D7_1452400",223.463687150838,280.836980613607,116.903751016266,233.349391786101
"PF3D7_1414700",388.992344299607,289.478118478641,292.259377540664,327.441888474046
"PF3D7_1438900",268.984067866749,470.942013644357,316.171508430355,752.739973503553
"PF3D7_1448000",686.943927167391,406.133479656601,435.732162878808,282.277490063832
"PF3D7_1449700",326.919097868819,116.65536117796,207.238467710653,233.349391786101
"PF3D7_1451800",91.0407614318229,155.540481570613,215.209178007216,176.893893773335
"PF3D7_1464900",322.780881440099,315.401532073743,263.033439786598,101.61989642298
"PF3D7_1466900",351.748396441134,276.51641168109,271.004150083161,184.42129350837
"PF3D7_1420400",682.805710738672,531.429978699595,201.924660846277,297.332289533903
"PF3D7_1408000",417.959859300641,216.028446625852,802.384836520732,112.910996025533
"PF3D7_1451000",459.342023587834,177.143326233198,366.652673641924,199.476092978442
"PF3D7_1402500",277.260500724188,540.071116564629,425.104549150057,609.719378537878
"PF3D7_1457000",475.894889302711,470.942013644357,669.539664911339,617.246778272913
"PF3D7_1457300",413.821642871922,686.970460270208,260.37653635441,587.137179332771
"PF3D7_1414500",409.683426443203,475.262582576874,488.870231522565,745.212573768517
"PF3D7_1429800",691.08214359611,855.472648638373,619.05849969977,782.849572443695
"PF3D7_1438400",70.3496792882268,77.7702407853066,100.962330423138,63.982897747802
"PF3D7_1401300",219.325470722119,159.86105050313,74.3932961012599,173.130193905817
"PF3D7_1415400",231.740120008276,168.502188368164,167.384916227835,530.681681320005
"PF3D7_1470100",62.0732464307883,99.3730854478918,31.8828411862542,263.458990726243
"PF3D7_1417600",2871.92220153114,2233.73413811131,2114.89513202153,2548.02481030953
"PF3D7_1450400",405.545210014484,414.774617521635,260.37653635441,794.140672046248
"PF3D7_1460100",53.7968135733499,155.540481570613,159.414205931271,94.0924966879441
"PF3D7_1428300",662.114628595075,820.908097178236,940.5438149945,553.263880525111
"PF3D7_1451100",5474.86033519553,4834.71663548656,5818.6185164914,6142.35818378899
"PF3D7_1417500",335.195530726257,384.530634994016,398.535514828178,402.715885824401
"PF3D7_1401400",3252.63811297331,3715.68928196465,3012.92849210103,3436.25797904372
"PF3D7_1450700",153.114007862611,207.387308760818,241.778212329095,101.61989642298
"PF3D7_1456700",277.260500724188,341.324945668846,300.230087837227,214.530892448513
"PF3D7_1413900",70.3496792882268,99.3730854478918,26.5690343218785,116.674695893051
"PF3D7_1411300",107.5936271467,116.65536117796,103.619233855326,131.729495363122
"PF3D7_1432500",82.7643285743844,95.0525165153747,61.1087789403206,86.5650969529086
"PF3D7_1402800",132.422925719015,311.080963141226,220.522984871592,195.712393110924
"PF3D7_1445200",480.03310573143,185.784464098232,398.535514828178,297.332289533903
"PF3D7_1401600",384.854127870888,496.865427239459,831.610774274798,323.678188606528
"PF3D7_1459400",773.846472170495,362.927790331431,255.062729490034,161.839094303264
"PF3D7_1462400",1340.78212290503,1110.38621565688,1405.50191562737,1411.38745031916
"PF3D7_1454700",438.650941444238,406.133479656601,464.958100632874,636.065277610502
"PF3D7_1472200",794.537554314091,1131.98906031946,1022.90782139232,786.613272311213
"PF3D7_1439100",393.130560728326,475.262582576874,496.840941819129,150.547994700711
"PF3D7_1461600",446.927374301676,349.96608353388,706.736312961969,207.003492713477
"PF3D7_1465300",70.3496792882268,146.899343705579,536.694493301947,90.3287968204263
"PF3D7_1473200",153.114007862611,73.4496718527896,95.6485235587627,165.602794170782
"PF3D7_1463500",49.6585971446307,64.8085339877555,31.8828411862542,304.859689268939
"PF3D7_1434500",2499.48272294641,1996.10284682287,1644.62322452428,1185.5654582681
"PF3D7_1439900",347.610180012415,565.994530159731,350.711253048797,346.260387811634
"PF3D7_1477500",103.455410717981,285.157549546124,425.104549150057,188.184993375888
"PF3D7_1459000",422.098075729361,432.056893251703,685.481085504466,240.876791521137
"PF3D7_1408400",244.154769294434,146.899343705579,209.89537114284,90.3287968204263
"PF3D7_1454200",306.228015725222,198.746170895784,178.012529956586,918.342767674334
"PF3D7_1433500",1353.19677219119,1270.24726616001,781.129609063229,1396.33265084909
"PF3D7_1451900",194.496172149803,311.080963141226,244.435115761283,173.130193905817
"PF3D7_1424400",2747.77570866956,2782.44639254097,2013.93280159839,3217.96338672769
"PF3D7_1445900",633.147113594041,432.056893251703,584.518755081328,726.394074430929
"PF3D7_1402400",202.772605007242,164.181619435647,154.100399066896,195.712393110924
"PF3D7_1453800",244.154769294434,168.502188368164,406.506225124742,511.863181982416
"PF3D7_1407300",211.04903786468,682.649891337691,185.98324025315,316.150788871492
"PF3D7_1450300",273.122284295469,207.387308760818,66.4225858046963,301.095989401421
"PF3D7_1450100",629.008897165322,583.2768058898,619.05849969977,564.554980127665
"PF3D7_1429700",310.366232153942,112.334792245443,185.98324025315,207.003492713477
"PF3D7_1476200",120.008276432857,332.683807803812,356.025059913172,60.2191978802842
"PF3D7_1410900",99.3171942892613,103.693654380409,108.933040719702,395.188486089365
"PF3D7_1410300",335.195530726257,617.841357349936,425.104549150057,376.369986751776
"PF3D7_1442900",2466.37699151666,2207.8107245162,2765.83647290756,1787.75743707094
"PF3D7_1468700",2338.09228222636,2756.52297894587,3353.01213142107,2999.66879441166
"PF3D7_1423000",132.422925719015,293.798687411158,361.338866777548,282.277490063832
"PF3D7_1433400",864.887233602317,527.109409767078,427.761452582244,489.280982777309
"PF3D7_1461300",264.84585143803,280.836980613607,281.631763811912,146.784294833193
"PF3D7_1463400",190.357955721084,349.96608353388,71.7363926690721,207.003492713477
"PF3D7_1459600",148.975791433892,194.425601963267,398.535514828178,948.452366614477
"PF3D7_1437000",297.951582867784,177.143326233198,348.054349616609,207.003492713477
"PF3D7_1460400",103.455410717981,77.7702407853066,151.443495634708,56.4554980127665
"PF3D7_1445400",281.398717152907,466.62144471184,255.062729490034,530.681681320005
"PF3D7_1445600",368.301262156011,228.990153423403,358.68196334536,301.095989401421
"PF3D7_1427100",749.017173598179,868.434355435924,425.104549150057,504.33578224738
"PF3D7_1471100",575.212083591972,1175.19474964463,1065.41827630733,711.339274960858
"PF3D7_1408100",893.854748603352,1974.50000216028,2412.46831642657,2341.02131759605
"PF3D7_1468800",331.057314297538,95.0525165153747,204.581564278465,289.804889798868
"PF3D7_1409600",331.057314297538,341.324945668846,345.397446184421,214.530892448513
"PF3D7_1453700",1378.0260707635,1633.17505649144,1259.37222685704,1618.39094303264
"PF3D7_1436000",459.342023587834,790.664114650617,645.627534021648,794.140672046248
"PF3D7_1441300",165.528657148769,203.066739828301,74.3932961012599,94.0924966879441
"PF3D7_1439800",120.008276432857,51.8468271902044,69.0794892368842,97.8561965554619
"PF3D7_1474500",380.715911442168,440.698031116737,257.719632922222,267.222690593761
"PF3D7_1426700",318.64266501138,453.659737914289,451.673583471935,207.003492713477
"PF3D7_1475600",260.707635009311,216.028446625852,340.083639320045,447.880284234614
"PF3D7_1414800",248.292985723153,177.143326233198,385.250997667239,154.311694568228
"PF3D7_1426200",293.813366439065,354.286652466397,278.974860379725,195.712393110924
"PF3D7_1451200",1315.95282433271,1140.6301981845,1352.36384698362,989.853065157172
"PF3D7_1460300",95.1789778605421,56.1673961227214,98.3054269909506,60.2191978802842
"PF3D7_1462300",591.764949306849,712.893873865311,746.589864444787,1576.99024448994
"PF3D7_1414200",165.528657148769,90.7319475828577,231.150598600343,195.712393110924
"PF3D7_1436100",190.357955721084,328.363238871295,122.217557880641,225.821992051066
"PF3D7_1407800",1158.70060004138,1503.55798851593,1386.90359160206,910.815367939299
"PF3D7_1406100",136.561142147734,272.195842748573,47.8242617793814,169.366494038299
"PF3D7_1458600",120.008276432857,43.2056893251703,148.78659220252,101.61989642298
"PF3D7_1478000",231.740120008276,43.2056893251703,82.3640063978235,63.982897747802
"PF3D7_1422400",260.707635009311,285.157549546124,475.585714361626,240.876791521137
"PF3D7_1411200",293.813366439065,341.324945668846,162.071109363459,414.006985426954
"PF3D7_1443900",115.870060004138,155.540481570613,132.845171609393,56.4554980127665
"PF3D7_1471900",177.943306434927,254.913567018505,148.78659220252,210.767192580995
"PF3D7_1475100",235.878336436996,120.975930110477,143.472785338144,37.6369986751776
"PF3D7_1444800",662.114628595075,557.353392294697,991.024980206069,1102.76406118271
"PF3D7_1449300.1",86.9025450031037,151.219912638096,257.719632922222,323.678188606528
"PF3D7_1406200",1539.41651148355,1071.50109526422,1299.22577833986,1099.00036131519
"PF3D7_1431700",984.895510035175,816.587528245719,730.64844385166,549.500180657594
"PF3D7_1464500",202.772605007242,138.258205840545,74.3932961012599,169.366494038299
"PF3D7_1458000",653.838195737637,544.391685497146,494.184038386941,470.462483439721
"PF3D7_1439300",206.910821435961,233.31072235592,151.443495634708,229.585691918584
"PF3D7_1473500",244.154769294434,108.014223312926,449.016680039747,105.383596290497
"PF3D7_1465900",2545.00310366232,2022.02626041797,2911.96616167789,4783.66253161508
"PF3D7_1461900",537.968135733499,807.946390380685,722.677733555096,338.732988076599
"PF3D7_1464000",223.463687150838,250.592998085988,223.17988830378,105.383596290497
"PF3D7_1470900",190.357955721084,82.0908097178236,50.4811652115692,41.4006985426954
"PF3D7_1454400",360.024829298572,419.095186454152,172.698723092211,1339.87715283632
"PF3D7_1412400",364.163045727292,345.645514601363,276.317956947537,214.530892448513
"PF3D7_1473900",277.260500724188,233.31072235592,260.37653635441,150.547994700711
"PF3D7_1416100",376.577695013449,86.4113786503407,87.6778132621992,135.49319523064
"PF3D7_1441000",211.04903786468,315.401532073743,175.355626524398,259.695290858726
"PF3D7_1456800",1353.19677219119,2432.48030900709,2090.98300113184,1735.06563892569
"PF3D7_1450200",41.3821642871922,77.7702407853066,103.619233855326,37.6369986751776
"PF3D7_1404800",1353.19677219119,816.587528245719,1107.92873122234,1260.83945561845
"PF3D7_1421200",558.659217877095,695.611598135243,826.296967410423,756.503673371071
"PF3D7_1445500",66.2114628595075,116.65536117796,26.5690343218785,150.547994700711
"PF3D7_1426800",521.415270018622,393.17177285905,406.506225124742,598.428278935325
"PF3D7_1429500",95.1789778605421,181.463895165715,132.845171609393,308.623389136457
"PF3D7_1408700",2048.41713221602,1257.28555936246,2436.38044731626,1599.57244369505
"PF3D7_1464700",62.0732464307883,99.3730854478918,69.0794892368842,60.2191978802842
"PF3D7_1437400",62.0732464307883,56.1673961227214,29.2259377540664,37.6369986751776
"PF3D7_1423800",235.878336436996,332.683807803812,284.2886672441,274.750090328797
"PF3D7_1452600",285.536933581626,233.31072235592,276.317956947537,440.352884499578
"PF3D7_1444500",248.292985723153,250.592998085988,417.133838853493,372.606286884259
"PF3D7_1448300",653.838195737637,354.286652466397,358.68196334536,511.863181982416
"PF3D7_1419400",877.301882888475,617.841357349936,767.84509190229,598.428278935325
"PF3D7_1431300",331.057314297538,332.683807803812,178.012529956586,116.674695893051
"PF3D7_1417200",2379.47444651355,2350.38949928927,2715.35530769599,1652.2642418403
"PF3D7_1413800",182.081522863646,133.937636908028,313.514604998167,248.404191256172
"PF3D7_1438000",417.959859300641,436.37746218422,568.577334488201,222.058292183548
"PF3D7_1421600",148.975791433892,51.8468271902044,90.334716694387,112.910996025533
"PF3D7_1453900",161.39044072005,306.760394208709,247.09201919347,1038.7811634349
"PF3D7_1414600",115.870060004138,190.105033030749,143.472785338144,237.113091653619
"PF3D7_1401100",186.219739292365,47.5262582576874,124.874461312829,489.280982777309
"PF3D7_1445700",177.943306434927,289.478118478641,271.004150083161,477.989883174756
"PF3D7_1446100",165.528657148769,181.463895165715,172.698723092211,60.2191978802842
"PF3D7_1447800",173.805090006207,151.219912638096,209.89537114284,86.5650969529086
"PF3D7_1419100",268.984067866749,185.784464098232,215.209178007216,395.188486089365
"PF3D7_1404900",583.48851644941,384.530634994016,512.782362412256,918.342767674334
"PF3D7_1457700",401.406993585765,695.611598135243,557.949720759449,357.551487414188
"PF3D7_1447000",1233.18849575833,1503.55798851593,1115.8994415189,605.95567867036
"PF3D7_1460700",976.619077177736,885.716631165992,898.033360079495,726.394074430929
"PF3D7_1462800",6554.93482309125,6390.12145119269,7375.56392775348,8020.44441768036
"PF3D7_1408600",2768.46679081316,2086.83479440573,2128.17964918247,2216.81922196796
"PF3D7_1446200",1291.1235257604,924.601751558645,1333.7655229583,696.284475490786
"PF3D7_1424100",1527.00186219739,1335.05580014776,1158.4098964339,1437.73334939179
"PF3D7_1355700",720.049658597145,324.042669938778,411.820031989117,654.883776948091
"PF3D7_1328100",161.39044072005,142.578774773062,138.158978473768,195.712393110924
"PF3D7_1302800",339.333747154976,289.478118478641,326.799122159106,365.078887149223
"PF3D7_1317300",91.0407614318229,177.143326233198,140.815881905956,278.513790196315
"PF3D7_1315900",376.577695013449,661.047046675106,629.686113428521,293.568589666386
"PF3D7_1332900",595.903165735568,669.68818454014,765.188188470102,402.715885824401
"PF3D7_1323100",1584.93689219946,1352.33807587783,940.5438149945,1787.75743707094
"PF3D7_1339300",351.748396441134,695.611598135243,300.230087837227,523.154281584969
"PF3D7_1369200",268.984067866749,492.544858306942,276.317956947537,248.404191256172
"PF3D7_1311900",82.7643285743844,108.014223312926,520.753072708819,207.003492713477
"PF3D7_1350100",633.147113594041,453.659737914289,523.409976141007,1114.05516078526
"PF3D7_1360700",231.740120008276,250.592998085988,446.359776607559,274.750090328797
"PF3D7_1340600",165.528657148769,224.669584490886,180.669433388774,45.1643984102132
"PF3D7_1357100",707.635009310987,712.893873865311,688.137988936654,959.74346621703
"PF3D7_1353400",173.805090006207,133.937636908028,69.0794892368842,67.7465976153198
"PF3D7_1318300",70.3496792882268,60.4879650552385,124.874461312829,112.910996025533
"PF3D7_1352700",703.496792882268,449.339168981772,409.163128556929,432.825484764543
"PF3D7_1357700",500.724187875026,276.51641168109,361.338866777548,316.150788871492
"PF3D7_1359300",215.1872542934,203.066739828301,650.941340886024,173.130193905817
"PF3D7_1352900",49.6585971446307,43.2056893251703,37.19664805063,41.4006985426954
"PF3D7_1311800",3219.53238154355,2700.35558282315,3228.13767010824,3391.09358063351
"PF3D7_1317200",153.114007862611,151.219912638096,292.259377540664,37.6369986751776
"PF3D7_1309000",277.260500724188,241.951860220954,151.443495634708,304.859689268939
"PF3D7_1372000",136.561142147734,56.1673961227214,98.3054269909506,112.910996025533
"PF3D7_1324400",86.9025450031037,177.143326233198,71.7363926690721,67.7465976153198
"PF3D7_1324800",107.5936271467,86.4113786503407,90.334716694387,56.4554980127665
"PF3D7_1351900",82.7643285743844,69.1291029202725,61.1087789403206,45.1643984102132
"PF3D7_1309100",1874.61204220981,1892.40919244246,2141.46416634341,2660.93580633506
"PF3D7_1328500",314.504448582661,488.224289374425,297.57318440504,534.445381187523
"PF3D7_1319300",190.357955721084,241.951860220954,507.46855554788,188.184993375888
"PF3D7_1369500",111.731843575419,190.105033030749,502.154748683504,252.16789112369
"PF3D7_1363400",78.6261121456652,69.1291029202725,164.728012795647,63.982897747802
"PF3D7_1336800",82.7643285743844,254.913567018505,100.962330423138,395.188486089365
"PF3D7_1364200",513.138837161183,384.530634994016,518.096169276631,696.284475490786
"PF3D7_1360800",1498.03434719636,1460.35229919076,1222.17557880641,1132.87366012285
"PF3D7_1358100",533.82991930478,643.764770945038,645.627534021648,327.441888474046
"PF3D7_1324700",202.772605007242,95.0525165153747,103.619233855326,37.6369986751776
"PF3D7_1310800",182.081522863646,190.105033030749,130.188268177205,154.311694568228
"PF3D7_1347700",281.398717152907,440.698031116737,337.426735887857,406.479585691919
"PF3D7_1323500",244.154769294434,514.147702969527,369.309577074112,278.513790196315
"PF3D7_1352100",132.422925719015,129.617067975511,135.502075041581,48.9280982777309
"PF3D7_1322100",976.619077177736,751.778994257964,627.029209996333,519.390581717452
"PF3D7_1351400",3260.91454583075,3434.85230135104,3071.38036760916,2228.11032157052
"PF3D7_1359000",980.757293606456,553.03282336218,632.343016860709,429.061784897025
"PF3D7_1342900",1179.39168218498,734.496718527896,940.5438149945,1411.38745031916
"PF3D7_1302000",1642.87192220153,1732.54814193933,1352.36384698362,1287.18535469108
"PF3D7_1367600",107.5936271467,159.86105050313,212.552274575028,79.0376972178731
"PF3D7_1333200",62.0732464307883,86.4113786503407,74.3932961012599,90.3287968204263
"PF3D7_1336700",260.707635009311,103.693654380409,478.242617793814,207.003492713477
"PF3D7_1364000",198.634388578523,90.7319475828577,95.6485235587627,365.078887149223
"PF3D7_1338200",413.821642871922,790.664114650617,1315.16719893299,891.99686860171
"PF3D7_1355500",128.284709290296,207.387308760818,178.012529956586,124.202095628086
"PF3D7_1372300",173.805090006207,69.1291029202725,74.3932961012599,259.695290858726
"PF3D7_1362400",252.431202151873,168.502188368164,488.870231522565,398.952185956883
"PF3D7_1317000",148.975791433892,56.1673961227214,37.19664805063,120.438395760568
"PF3D7_1362200",82.7643285743844,64.8085339877555,212.552274575028,203.239792845959
"PF3D7_1311500",343.471963583695,120.975930110477,233.807502032531,304.859689268939
"PF3D7_1348300",289.675150010346,324.042669938778,244.435115761283,575.846079730218
"PF3D7_1308300",202.772605007242,138.258205840545,369.309577074112,289.804889798868
"PF3D7_1343000",1324.22925719015,1654.77790115402,1070.7320831717,1159.21955919547
"PF3D7_1308400",364.163045727292,397.492341791567,488.870231522565,365.078887149223
"PF3D7_1316500",95.1789778605421,259.234135951022,55.7949720759449,444.116584367096
"PF3D7_1310400",297.951582867784,462.300875779323,252.405826057846,455.40768396965
"PF3D7_1347500",972.480860749017,1317.7735244177,1992.67757414089,1008.67156449476
"PF3D7_1341200",1390.44072004966,1227.04157683484,1285.94126117892,1324.82235336625
"PF3D7_1314900",198.634388578523,73.4496718527896,148.78659220252,557.027580392629
"PF3D7_1334700",157.25222429133,142.578774773062,337.426735887857,229.585691918584
"PF3D7_1319100",492.447755017587,289.478118478641,892.719553215119,733.921474165964
"PF3D7_1323800",86.9025450031037,95.0525165153747,108.933040719702,173.130193905817
"PF3D7_1364800",206.910821435961,228.990153423403,284.2886672441,94.0924966879441
"PF3D7_1309300",422.098075729361,457.980306846806,241.778212329095,444.116584367096
"PF3D7_1370300",12840.8855783157,10775.4989176975,12466.1909038254,14166.5663013369
"PF3D7_1308200",3004.34512725016,3637.91904117934,2723.32601799255,2465.22341322414
"PF3D7_1334200",157.25222429133,82.0908097178236,209.89537114284,82.8013970853908
"PF3D7_1358700",273.122284295469,207.387308760818,207.238467710653,184.42129350837
"PF3D7_1327800",136.561142147734,851.152079705856,90.334716694387,199.476092978442
"PF3D7_1329500",4676.18456445272,3145.3741828724,4147.42625764524,3925.53896182103
"PF3D7_1317800",1295.26174218912,1019.65426807402,1179.66512389141,997.380464892208
"PF3D7_1338100",264.84585143803,306.760394208709,534.037589869759,222.058292183548
"PF3D7_1358900",148.975791433892,263.554704883539,188.640143685338,304.859689268939
"PF3D7_1365900",2793.29608938548,2497.28884299485,2452.32186790939,2054.9801276647
"PF3D7_1311400",240.016552865715,198.746170895784,318.828411862542,75.2739973503553
"PF3D7_1337500",86.9025450031037,120.975930110477,130.188268177205,45.1643984102132
"PF3D7_1320600",62.0732464307883,168.502188368164,193.953950549713,41.4006985426954
"PF3D7_1309700",633.147113594041,198.746170895784,539.351396734134,703.811875225822
"PF3D7_1315400",190.357955721084,367.248359263948,366.652673641924,846.832470191497
"PF3D7_1302700",757.293606455618,367.248359263948,348.054349616609,376.369986751776
"PF3D7_1332500",45.5203807159114,60.4879650552385,130.188268177205,86.5650969529086
"PF3D7_1327200",124.146492861577,120.975930110477,69.0794892368842,267.222690593761
"PF3D7_1309200",260.707635009311,285.157549546124,191.297047117525,568.318679995182
"PF3D7_1365300",95.1789778605421,103.693654380409,82.3640063978235,97.8561965554619
"PF3D7_1312900",864.887233602317,743.13785639293,518.096169276631,760.267373238588
"PF3D7_1347200",1253.87957790192,406.133479656601,836.924581139174,598.428278935325
"PF3D7_1346300",1096.62735361059,1127.66849138695,1177.00822045922,779.085872576177
"PF3D7_1354500",186.219739292365,462.300875779323,212.552274575028,90.3287968204263
"PF3D7_1307100",190.357955721084,220.349015558369,90.334716694387,274.750090328797
"PF3D7_1364300",99.3171942892613,82.0908097178236,172.698723092211,86.5650969529086
"PF3D7_1321900",215.1872542934,228.990153423403,114.246847584078,176.893893773335
"PF3D7_1331800",873.163666459756,630.803064147487,866.15051889324,447.880284234614
"PF3D7_1364400",657.976412166356,609.200219484902,696.108699233218,372.606286884259
"PF3D7_1321700",310.366232153942,466.62144471184,329.456025591294,214.530892448513
"PF3D7_1366400",148.975791433892,164.181619435647,58.4518755081328,56.4554980127665
"PF3D7_1306900",182.081522863646,129.617067975511,85.0209098300113,124.202095628086
"PF3D7_1329000",815.228636457687,816.587528245719,1006.9664007992,1324.82235336625
"PF3D7_1323400",417.959859300641,630.803064147487,759.874381605726,414.006985426954
"PF3D7_1357800",1005.58659217877,799.305252515651,791.75722279198,500.572082379863
"PF3D7_1352400",455.203807159114,164.181619435647,127.531364745017,82.8013970853908
"PF3D7_1337400",409.683426443203,285.157549546124,340.083639320045,651.120077080573
"PF3D7_1357000",802.813987171529,937.563458356196,884.748842918555,1050.07226303746
"PF3D7_1306400",293.813366439065,159.86105050313,87.6778132621992,568.318679995182
"PF3D7_1323200",529.69170287606,375.889497128982,730.64844385166,255.931590991208
"PF3D7_1343700",194.496172149803,371.568928196465,212.552274575028,191.948693243406
"PF3D7_1330800",492.447755017587,613.520788417419,603.117079106643,451.643984102132
"PF3D7_1355900",120.008276432857,95.0525165153747,61.1087789403206,210.767192580995
"PF3D7_1303500",422.098075729361,302.439825276192,542.008300166322,334.969288209081
"PF3D7_1324000",190.357955721084,177.143326233198,154.100399066896,278.513790196315
"PF3D7_1324900",4729.98137802607,5055.06565104493,4987.0077422166,4821.29953029026
"PF3D7_1366300",2193.25470722119,1412.82604093307,1142.46847584078,1147.92845959292
"PF3D7_1316100",99.3171942892613,233.31072235592,138.158978473768,286.04118993135
"PF3D7_1356900",124.146492861577,73.4496718527896,124.874461312829,176.893893773335
"PF3D7_1321300",351.748396441134,630.803064147487,459.644293768499,282.277490063832
"PF3D7_1333600",244.154769294434,345.645514601363,387.907901099427,267.222690593761
"PF3D7_1349500",550.382785019657,661.047046675106,528.723783005383,918.342767674334
"PF3D7_1333300",45.5203807159114,86.4113786503407,82.3640063978235,229.585691918584
"PF3D7_1359900",405.545210014484,354.286652466397,1012.28020766357,237.113091653619
"PF3D7_1359400",1200.08276432857,496.865427239459,600.460175674455,2604.48030832229
"PF3D7_1340900",955.92799503414,950.525165153747,1208.89106164547,1181.80175840058
"PF3D7_1351200",173.805090006207,47.5262582576874,119.560654448453,173.130193905817
"PF3D7_1343200",115.870060004138,60.4879650552385,100.962330423138,82.8013970853908
"PF3D7_1366900",682.805710738672,686.970460270208,579.204948216952,764.031073106106
"PF3D7_1367700",906.26939788951,1456.03173025824,826.296967410423,639.82897747802
"PF3D7_1315800",132.422925719015,69.1291029202725,77.0501995334478,116.674695893051
"PF3D7_1325100",480.03310573143,686.970460270208,371.966480506299,323.678188606528
"PF3D7_1367100",244.154769294434,108.014223312926,217.866081439404,184.42129350837
"PF3D7_1316900",492.447755017587,419.095186454152,385.250997667239,617.246778272913
"PF3D7_1324200",82.7643285743844,216.028446625852,379.937190802863,259.695290858726
"PF3D7_1350500",182.081522863646,250.592998085988,164.728012795647,748.976273636035
"PF3D7_1331100",285.536933581626,384.530634994016,228.493695168155,560.791280260147
"PF3D7_1313800",1063.52162218084,1002.37199234395,1323.13790922955,907.051668071781
"PF3D7_1329600",111.731843575419,138.258205840545,55.7949720759449,199.476092978442
"PF3D7_1349200",914.545830746948,1227.04157683484,842.23838800355,1178.03805853306
"PF3D7_1337300",157.25222429133,168.502188368164,138.158978473768,79.0376972178731
"PF3D7_1358800",823.505069315125,799.305252515651,852.866001732301,1324.82235336625
"PF3D7_1305300",1547.69294434099,1624.5339186264,1838.57717507399,2122.72672528002
"PF3D7_1344200",844.196151458721,1615.89278076137,852.866001732301,2164.12742382271
"PF3D7_1342000",3335.40244154769,3305.23523337553,2393.86999240126,3255.60038540287
"PF3D7_1350300",198.634388578523,64.8085339877555,66.4225858046963,131.729495363122
"PF3D7_1320000",976.619077177736,695.611598135243,786.443415927605,782.849572443695
"PF3D7_1358200",165.528657148769,367.248359263948,172.698723092211,116.674695893051
"PF3D7_1302500",165.528657148769,298.119256343675,297.57318440504,233.349391786101
"PF3D7_1368200",509.000620732464,488.224289374425,502.154748683504,237.113091653619
"PF3D7_1346400",1688.39230291744,2194.84901771865,1732.30103778648,1750.12043839576
"PF3D7_1341300",1675.97765363128,1278.88840402504,1448.01237054238,2325.96651812598
